parent_file_id,parent_file_name,parent_file_path,tank_id,session_id,recording_start_time,recording_end_time,sensor_type,download_source
2262206589365,LUW1698_20260530_071000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T07:10:00,,audio,box
2262224242921,LUW1698_20260530_072000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T07:20:00,,audio,box
2262218802396,LUW1698_20260530_073000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T07:30:00,,audio,box
2262307026598,LUW1698_20260530_074000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T07:40:00,,audio,box
2262247523233,LUW1698_20260530_075000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T07:50:00,,audio,box
2262278106280,LUW1698_20260530_080000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T08:00:00,,audio,box
2262253495171,LUW1698_20260530_081000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T08:10:00,,audio,box
2262307358205,LUW1698_20260530_082000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T08:20:00,,audio,box
2262215178081,LUW1698_20260530_083000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T08:30:00,,audio,box
2262308047005,LUW1698_20260530_084000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T08:40:00,,audio,box
2262303393254,LUW1698_20260530_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T08:50:00,,audio,box
2262296435511,LUW1698_20260530_090000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T09:00:00,,audio,box
2262170085202,LUW1698_20260530_091000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T09:10:00,,audio,box
2262301502259,LUW1698_20260530_092000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T09:20:00,,audio,box
2262313362949,LUW1698_20260530_093000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T09:30:00,,audio,box
2262250160685,LUW1698_20260530_094000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T09:40:00,,audio,box
2262294299989,LUW1698_20260530_095000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T09:50:00,,audio,box
2262306541971,LUW1698_20260530_100000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T10:00:00,,audio,box
2262297886887,LUW1698_20260530_101000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T10:10:00,,audio,box
2262280023880,LUW1698_20260530_102000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T10:20:00,,audio,box
2262248793112,LUW1698_20260530_103000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T10:30:00,,audio,box
2262299063393,LUW1698_20260530_104000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T10:40:00,,audio,box
2262304180454,LUW1698_20260530_105000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T10:50:00,,audio,box
2262294472564,LUW1698_20260530_110000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T11:00:00,,audio,box
2262311144770,LUW1698_20260530_111000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T11:10:00,,audio,box
2262272428112,LUW1698_20260530_112000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T11:20:00,,audio,box
2262168561474,LUW1698_20260530_113000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T11:30:00,,audio,box
2262311767142,LUW1698_20260530_114000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T11:40:00,,audio,box
2262257046206,LUW1698_20260530_115000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T11:50:00,,audio,box
2262299996696,LUW1698_20260530_120000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T12:00:00,,audio,box
2262307436757,LUW1698_20260530_121000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T12:10:00,,audio,box
2262307852780,LUW1698_20260530_122000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T12:20:00,,audio,box
2262297131944,LUW1698_20260530_123000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T12:30:00,,audio,box
2262255502893,LUW1698_20260530_124000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T12:40:00,,audio,box
2262305414078,LUW1698_20260530_125000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T12:50:00,,audio,box
2262208549291,LUW1698_20260530_130000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T13:00:00,,audio,box
2262300450546,LUW1698_20260530_131000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T13:10:00,,audio,box
2262302891797,LUW1698_20260530_132000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T13:20:00,,audio,box
2262262528653,LUW1698_20260530_133000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T13:30:00,,audio,box
2262318007077,LUW1698_20260530_134000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T13:40:00,,audio,box
2262296663904,LUW1698_20260530_135000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T13:50:00,,audio,box
2262283130176,LUW1698_20260530_140000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T14:00:00,,audio,box
2262317221392,LUW1698_20260530_141000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T14:10:00,,audio,box
2262297654832,LUW1698_20260530_142000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T14:20:00,,audio,box
2262307994172,LUW1698_20260530_143000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T14:30:00,,audio,box
2262317210069,LUW1698_20260530_144000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T14:40:00,,audio,box
2262170540743,LUW1698_20260530_145000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T14:50:00,,audio,box
2262226233419,LUW1698_20260530_150000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T15:00:00,,audio,box
2262318501295,LUW1698_20260530_151000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T15:10:00,,audio,box
2262170704275,LUW1698_20260530_152000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T15:20:00,,audio,box
2262218024481,LUW1698_20260530_153000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T15:30:00,,audio,box
